customer_id,customer_name,email,registration_date,customer_type,email_valid
80,Pamela Lopez,joannahill@example.net,2026-07-07,Premium,True
81,Diane Garcia,kennethward@example.com,2023-08-17,Regular,True
82,Denise Mccann,heidi27@example.org,2026-03-15,Premium,True
83,Julie Alexander,tammyking@example.com,2023-12-05,Premium,True
84,John Ray,hernandezlisa@example.com,2023-11-03,Regular,True
85,Justin Butler,kimberlyjames@example.com,2024-06-22,VIP,True
86,Jessica Carroll,lynchjody@example.org,2025-06-17,Premium,True
87,Brad Allen,moorericky@example.net,2025-05-13,VIP,True
88,David Mann,ojones@example.com,2025-12-12,VIP,True
89,Mary Peck,owilson@example.net,2024-01-12,VIP,True
90,Charles Brown,brooke94@example.com,2023-12-16,Regular,True
91,Melissa Bender,mkim@example.org,2026-04-02,VIP,True
92,Lindsey Johnson,suzannehuff@example.net,2025-05-06,VIP,True
93,Phillip Underwood,hinesgregory@example.net,2025-07-16,Regular,True
94,Catherine Richards,ecosta@example.com,2024-10-22,VIP,True
95,Brian Martin,ssteele@example.net,2026-06-02,VIP,True
96,Krista Gibson,johnny16@example.net,2026-01-22,Regular,True
97,Sean Murray,lopezmichael@example.com,2025-06-17,Regular,True
98,Christina Dunn,samuel71@example.org,2026-07-03,Premium,True
99,Cynthia Moore,tranchristopher@example.org,2024-12-19,Premium,True
100,Ronnie Jimenez,william46@example.com,2026-07-11,Premium,True
101,Juan Reyes,michellehill@example.com,2024-08-08,VIP,True
102,Debra Smith,mary97@example.org,2024-12-03,VIP,True
103,Mr. Phillip Bennett,molly39@example.com,2024-04-13,VIP,True
104,Amanda Garner,qhughes@example.net,2026-07-11,Regular,True
105,Andrew Shaw MD,invalid_email,2026-04-25,VIP,False
106,Charles Pitts,charlesharrington@example.com,2024-08-07,Premium,True
107,Marie Christian,ofinley@example.net,2026-03-31,Regular,True
108,Joshua Williamson II,wendy16@example.org,2025-11-12,Regular,True
109,Ashlee Jackson,rebecca05@example.org,2024-06-18,Regular,True
110,Charles Schmidt,georgemiller@example.com,2025-06-11,Premium,True
111,Thomas Thomas,dlittle@example.com,2025-08-01,Premium,True
112,Julie Roberts,charleslandry@example.net,2024-06-24,Premium,True
113,Melissa Bryant,james67@example.org,2024-04-17,Regular,True
114,Laura Haney,andrew64@example.org,2025-04-13,Regular,True
115,Natasha Williams,swall@example.org,2025-05-28,VIP,True
116,Mark Oliver,courtneyberger@example.net,2023-09-14,VIP,True
117,Amanda Diaz,christopherphillips@example.net,2024-10-30,Premium,True
118,Richard Walter,alyssa42@example.com,2026-04-29,Regular,True
119,Tracy Phillips,linda71@example.org,2025-11-05,VIP,True
120,Michael Craig,zcoffey@example.net,2024-09-05,Premium,True
121,Alexis Herrera,vrichardson@example.net,2024-05-15,Premium,True
122,Mark Watson,thomasharvey@example.net,2024-07-26,VIP,True
123,Maria Reid,tblankenship@example.net,2024-10-22,Premium,True
124,Tracy Torres,pwilson@example.net,2023-12-28,Regular,True
125,Michael Paul,invalid_email,2026-03-29,Premium,False
126,Sandra Gilbert,antonio53@example.com,2024-12-01,Regular,True
127,Jack Pollard,amy50@example.com,2024-05-30,Regular,True
128,Tiffany Holloway,batesdarlene@example.net,2026-07-01,VIP,True
129,Gavin Zhang,caseyhubbard@example.org,2025-05-05,VIP,True
130,Crystal Schroeder,ramireztracey@example.org,2025-03-16,VIP,True
131,Ashley Delacruz,alexistyler@example.org,2025-05-08,Premium,True
132,Derek Martinez,vfox@example.org,2025-01-04,VIP,True
133,Kayla Rodriguez,soniawilliams@example.net,2025-02-23,VIP,True
134,Victor Brown,bboone@example.net,2023-11-28,Premium,True
135,Jill Lam,charlene12@example.com,2025-06-16,VIP,True
136,Michelle James,shawn96@example.org,2025-12-18,Premium,True
137,Matthew Rich,russellbeasley@example.com,2024-08-07,Premium,True
138,Jason Davis,qedwards@example.com,2026-06-12,Regular,True
139,Kara Davis,daviscolin@example.net,2024-09-13,Regular,True
140,Anthony Frye,elizabeth65@example.net,2026-05-29,VIP,True
141,Thomas Williams,caroline51@example.net,2025-02-08,Premium,True
142,John Boone,megan51@example.com,2025-04-22,Regular,True
143,Sarah Villegas,lynchdiane@example.net,2024-05-21,Regular,True
144,Michael Parker,michael22@example.net,2025-07-22,Regular,True
145,Patrick Bonilla,reesejason@example.com,2024-12-11,Regular,True
146,Eric Nguyen,wareeric@example.net,2023-09-25,VIP,True
147,Jeremy Coleman,nperry@example.net,2023-12-04,Regular,True
148,Douglas Gregory,trose@example.org,2024-03-30,VIP,True
149,Mrs. Christine Dougherty,kathrynroberts@example.org,2023-08-10,Premium,True
150,Casey James,vincentwhitaker@example.com,2023-10-19,VIP,True
151,Amanda Smith,atkinsbarbara@example.net,2024-10-18,Regular,True
152,Donna Sullivan,george97@example.net,2026-05-06,Premium,True
153,Ryan Sanchez,zwarren@example.com,2025-10-27,Premium,True
154,Richard Jones,schmidtjames@example.com,2024-08-20,VIP,True
155,Maria Hernandez,thomasjames@example.net,2024-01-16,Premium,True
156,Angela Bean,invalid_email,2024-12-06,VIP,False
157,Kristy Reid,michelle52@example.com,2023-10-15,Premium,True
158,Eric Hill,bellcharles@example.com,2024-12-09,VIP,True
159,Ronald Jones,gilbertwilliam@example.com,2025-04-29,Regular,True
160,Nancy Williams,marcalvarez@example.org,2026-06-16,VIP,True
161,Robert Monroe,wagnergerald@example.org,2025-09-15,VIP,True
162,Kelly Bishop MD,paul59@example.org,2025-12-13,Regular,True
163,Andrea Davis,umitchell@example.net,2026-06-23,VIP,True
164,Brittany Miller,sabrinacollins@example.net,2025-09-05,VIP,True
165,Kurt Hurley,angelica52@example.net,2025-09-10,Premium,True
166,Yolanda Gaines,lucasrodney@example.com,2023-08-21,VIP,True
167,Trevor Peterson,ilee@example.org,2023-10-25,Premium,True
168,Ashley Wise,stanleynancy@example.net,2023-12-23,Regular,True
169,Christopher Guerra,jenniferwilliams@example.com,2025-08-12,Premium,True
170,Jeremy Mitchell,pyoung@example.com,2026-06-25,Premium,True
171,Stephanie Lee,smurray@example.com,2025-02-03,Regular,True
172,Christopher Gonzalez,moniquewilliams@example.com,2026-03-17,Premium,True
173,Ashley Singleton,mitchellkathryn@example.com,2024-12-06,Regular,True
174,Sandra Davis,lisawilkerson@example.org,2024-10-29,VIP,True
175,James Hughes,brooksanthony@example.org,2026-02-06,VIP,True
176,Raven Taylor,samantha72@example.net,2024-12-28,Premium,True
177,Susan Smith,marydunn@example.net,2025-05-30,VIP,True
178,Ricardo Young,williamsrobert@example.net,2024-12-14,Regular,True
179,Taylor Carlson,chenbailey@example.net,2024-01-06,VIP,True
180,Lucas Allen,qlopez@example.org,2025-02-25,Regular,True
181,Troy Stephens,myerstheodore@example.net,2024-09-29,VIP,True
182,Paul Kelly,cooperjessica@example.net,2023-11-23,Premium,True
183,Nicole Anderson,amy27@example.net,2025-01-07,VIP,True
184,Chad Baldwin,mjohnson@example.org,2025-12-16,VIP,True
185,Emily Collins,ihays@example.com,2024-05-05,VIP,True
186,Cheryl Kelly,glennmartin@example.org,2025-12-25,Regular,True
187,James Gonzales,lmorgan@example.com,2025-08-29,Regular,True
188,Robert Adams,acostachristian@example.net,2026-07-27,Premium,True
189,Edward Garcia,donna47@example.net,2025-09-26,Regular,True
190,Jeremy West,christina64@example.net,2026-07-11,VIP,True
191,Angela Walsh,william20@example.org,2026-02-17,VIP,True
192,Jessica Martinez,kimberlydiaz@example.com,2026-06-07,Regular,True
193,Christian Cole,nathan19@example.org,2025-03-04,VIP,True
194,Matthew Wright,johnsonjacob@example.net,2024-09-29,Premium,True
195,Deborah Green,nlewis@example.com,2025-08-31,Premium,True
196,Mrs. Brandy Jones MD,zosborn@example.net,2026-06-27,Regular,True
197,Miss Michelle Pierce,patricia22@example.com,2025-02-09,Regular,True
198,Curtis Taylor,jjohnson@example.net,2024-09-09,Premium,True
199,Kristen Salazar,jonesraymond@example.net,2025-09-27,Premium,True
200,Patricia Morrow,martinezlogan@example.org,2024-12-07,Regular,True
201,Haley Humphrey,katrinaanderson@example.net,2026-04-26,Regular,True
202,Caleb Hernandez,fernandodonovan@example.org,2024-08-15,Regular,True
203,Stephanie Singleton,james84@example.org,2025-06-17,VIP,True
204,Anna Davidson,georgeweber@example.net,2024-08-06,Regular,True
205,Amanda Shields,williamsdarlene@example.net,2024-05-18,Regular,True
206,Kenneth Montgomery,jimenezcourtney@example.com,2025-07-05,VIP,True
207,David Aguirre,eevans@example.net,2023-10-06,Premium,True
208,John Harris,larryhiggins@example.net,2026-07-19,Regular,True
209,James Hodges,floressteven@example.com,2024-12-06,VIP,True
210,Anthony Dougherty,kwright@example.com,2026-05-21,Regular,True
211,Cheryl Moore,tjimenez@example.com,2023-08-27,Regular,True
212,Kathy Levy,brandywilliams@example.com,2025-01-25,VIP,True
213,Martha Ruiz,booneryan@example.com,2025-10-07,Premium,True
214,Holly Morales,michaelroberts@example.com,2025-02-04,VIP,True
215,Diana Hays,andersoncolin@example.com,2025-12-20,Regular,True
216,Todd Fischer,carriemorales@example.org,2023-09-20,Premium,True
217,Gary Wells,ghernandez@example.org,2024-07-26,VIP,True
218,Carla Ewing,brittney88@example.net,2025-01-19,VIP,True
219,Karen Smith,emily69@example.com,2025-12-22,Premium,True
220,Melissa Johnson,pbaker@example.net,2025-04-26,Regular,True
221,Lauren Jackson,rhernandez@example.org,2023-09-05,VIP,True
222,Ashley Smith,robert63@example.com,2025-02-01,VIP,True
223,Kaitlyn Charles,thorntonapril@example.net,2024-07-23,VIP,True
224,Kelly Edwards,stevepatel@example.net,2024-08-24,Regular,True
225,Michelle Schneider,chelsea33@example.com,2025-04-04,VIP,True
226,William Evans,janet75@example.com,2024-08-18,Premium,True
227,Rebecca Hill,berryamy@example.com,2026-01-14,Premium,True
228,Regina Roberts,stephanie15@example.com,2025-07-20,VIP,True
229,Cindy Clayton,sarah42@example.org,2025-06-06,VIP,True
230,Dana Santiago,danawilliams@example.com,2024-07-29,Premium,True
231,Michael Taylor,richarddonovan@example.com,2025-01-06,Premium,True
232,Victor Morris,velezchristopher@example.net,2024-04-12,VIP,True
233,Sarah Johnson,robertmonroe@example.org,2026-07-29,Premium,True
234,Jon Zuniga,nancy04@example.net,2025-05-23,Regular,True
235,Frances Gibson,ismall@example.net,2024-12-26,Regular,True
236,Brian Martin,twong@example.org,2023-08-17,Regular,True
237,Edward Craig,gregorychase@example.com,2026-01-24,Regular,True
238,Angie Caldwell,tinawoods@example.org,2023-08-09,Premium,True
239,Jeremy Adams,kevin90@example.com,2025-07-18,Regular,True
240,Amy Wilson,erik84@example.net,2023-12-08,VIP,True
241,Elizabeth Mendez,susanmendoza@example.com,2025-10-29,VIP,True
242,Jennifer Dunn,ztodd@example.net,2026-01-22,Regular,True
243,Melanie Larson,foxallison@example.com,2023-10-26,VIP,True
244,Amy Kelley,ashleyhernandez@example.com,2026-02-23,Regular,True
245,Michael Love,gdavis@example.com,2026-01-04,Regular,True
246,Jose Bryant,hansenemily@example.com,2025-10-02,Regular,True
247,Robert Reese,williamsmelvin@example.org,2025-03-17,VIP,True
248,Steven Andersen,ajohnson@example.org,2025-11-21,VIP,True
249,Veronica Brewer,ybrooks@example.com,2026-03-12,Regular,True
250,Jaime Vega,desireebailey@example.org,2026-07-25,Regular,True
251,Cameron Irwin,avilatiffany@example.com,2025-08-09,Regular,True
252,Kim Morrow,stevenmoore@example.org,2026-05-25,Regular,True
253,Ashley Pacheco,bmendez@example.org,2024-03-14,Premium,True
254,Andrew Harper,sanchezbradley@example.com,2024-04-14,Regular,True
255,Scott Brown,jim95@example.net,2025-05-18,VIP,True
256,Erica Turner,valerieboyd@example.com,2024-06-26,Regular,True
257,Travis Hobbs,conniesimmons@example.com,2023-09-22,Premium,True
258,Mason James,heather62@example.com,2024-09-17,VIP,True
259,Kara Atkinson,meredith27@example.org,2025-04-09,Premium,True
260,Kristin Anderson,jonathanrivera@example.org,2026-05-08,Regular,True
261,Anna Hardy,brettbennett@example.net,2025-05-23,VIP,True
262,Chelsea Gill,timothybooth@example.com,2024-06-29,Regular,True
263,Christy Lee,burgesskaren@example.org,2025-09-02,VIP,True
264,Jennifer Allen,kimberly67@example.net,2025-07-12,VIP,True
265,Ian Andrade,ugarcia@example.com,2025-11-13,VIP,True
266,Dale Edwards,hartjeffrey@example.org,2023-08-19,Premium,True
267,Lauren Cortez,elijah53@example.com,2025-04-17,Regular,True
268,Juan Harding,jonathan77@example.com,2024-02-02,Premium,True
269,Caroline Cortez,iwhite@example.net,2026-06-16,Premium,True
270,Sara Jones,duranrobert@example.net,2024-04-11,Regular,True
271,Alexa Wagner,bruce97@example.net,2025-01-17,Regular,True
272,Juan Smith,amanda40@example.net,2026-01-09,Regular,True
273,Renee Browning,hullalice@example.org,2024-02-28,VIP,True
274,Robin Adams,zmiller@example.com,2025-04-12,Premium,True
275,Courtney Sutton DVM,davisnicholas@example.net,2025-01-04,Premium,True
276,Michele Miller,vnewman@example.net,2026-07-08,Premium,True
277,Stephanie Ellison,jasonparrish@example.net,2025-01-04,Premium,True
278,Benjamin Frost,whitemelissa@example.org,2026-06-20,Premium,True
279,Nicole Marquez,thickman@example.org,2025-04-11,VIP,True
280,Sarah Rhodes,patrick21@example.net,2025-10-27,Regular,True
281,Brent Hall,petersonkayla@example.net,2024-10-09,VIP,True
282,Alyssa Nelson,whenry@example.net,2026-05-29,VIP,True
283,Michael Guerrero,bartonkenneth@example.org,2025-09-21,VIP,True
284,Christian Dawson,jodistewart@example.org,2023-11-10,Regular,True
285,Jill Juarez,andersonjacob@example.com,2025-04-03,Regular,True
286,Ashley Davis,carlsonkristen@example.com,2023-08-15,Premium,True
287,Richard Hardy,ashleyjackson@example.com,2024-02-03,VIP,True
288,Derrick Thomas,ryanfisher@example.com,2025-12-06,Premium,True
289,Tony Le,mwheeler@example.com,2023-11-27,Regular,True
290,Travis Cook,vbrock@example.com,2024-08-02,Regular,True
291,Shannon Mccann,kevinmorrison@example.net,2024-03-09,Regular,True
292,Vincent Novak,jessica79@example.org,2024-07-24,Regular,True
293,Richard Diaz,brittanygardner@example.net,2025-11-20,VIP,True
294,Nicholas Hahn,samuelcarter@example.net,2023-10-16,Premium,True
295,Rebecca Chambers,cynthiaallen@example.net,2024-01-17,Regular,True
296,James Cole,iaguilar@example.net,2026-05-10,Premium,True
297,Jennifer Johnson,jacqueline89@example.net,2026-04-30,Regular,True
298,David Ortega,deborahwilliams@example.net,2025-08-13,Premium,True
299,Paul Sheppard,grodriguez@example.com,2024-04-01,Premium,True
300,Kristin Watts,seanmyers@example.net,2025-05-08,Regular,True
301,Haley Johnson,phillipssamantha@example.org,2023-12-07,Regular,True
302,Brenda Collins,hmueller@example.com,2024-08-17,Premium,True
303,Nathan Chavez,evanslisa@example.org,2023-08-26,VIP,True
304,Brian Marsh,zacharyarnold@example.com,2025-04-06,Regular,True
305,Crystal Sullivan,jacobsandoval@example.com,2023-09-02,Regular,True
306,Christina Vargas,nsmith@example.org,2024-06-02,VIP,True
307,Rebecca Ray,michaelgonzalez@example.org,2024-05-15,VIP,True
308,Kelsey Fowler,lcarr@example.org,2024-08-17,Regular,True
309,Lisa Cervantes,samantha91@example.net,2023-12-26,Regular,True
310,Eric White,williambarnes@example.org,2025-04-22,Regular,True
311,John Medina,angelaburns@example.org,2024-02-23,Regular,True
312,Lisa Glenn,washingtonjames@example.com,2026-06-23,Premium,True
313,Kathleen Cohen,cmckinney@example.com,2024-02-01,Premium,True
314,Rebecca Walker,hillamanda@example.org,2025-12-04,Premium,True
315,Patricia Simpson,armstrongjoseph@example.net,2026-01-20,Regular,True
316,Rodney Williams,bpayne@example.org,2025-10-16,Premium,True
317,Danielle Golden,colemichael@example.org,2024-11-25,Regular,True
318,Patricia Young PhD,michelle96@example.org,2025-06-07,Regular,True
319,Robin Trujillo,amanda98@example.org,2024-07-21,Premium,True
320,Donna Adams,taylorkaren@example.com,2026-05-04,Regular,True
321,Sharon Martinez DVM,dustinmorris@example.org,2025-11-13,Premium,True
322,Katherine Ray,courtney67@example.org,2025-06-26,Premium,True
323,Anna Robertson,heather57@example.com,2024-07-25,Premium,True
324,Raymond Oconnor,sreid@example.com,2026-02-18,Premium,True
325,Jennifer Donaldson,troymorris@example.com,2024-08-06,Premium,True
326,Kylie Washington,patricia00@example.org,2025-06-18,VIP,True
327,Alexis Noble,scottsmith@example.com,2024-03-10,VIP,True
328,Bonnie Santos,nancymcdowell@example.org,2025-07-19,VIP,True
329,Jacob Mckee,brettgarrett@example.net,2025-09-06,VIP,True
330,Matthew Padilla,lewischristian@example.net,2024-04-05,VIP,True
331,Alexandra Dominguez,mcneilrobert@example.org,2025-01-06,Premium,True
332,Brandon Shaffer,edwardsnicole@example.org,2024-09-24,Regular,True
333,Shelly May,caseyelliott@example.net,2025-07-14,Regular,True
334,Nathan Fuller,samanthajensen@example.com,2026-03-01,Premium,True
335,Brian Goodwin,bbell@example.com,2025-12-16,Regular,True
336,Matthew Wright,kimberly04@example.org,2025-02-19,Regular,True
337,Nicole Phillips,bowerslaura@example.org,2025-01-25,VIP,True
338,Jonathan Wheeler,hatfieldsarah@example.org,2024-09-28,VIP,True
339,Jennifer Payne,kathrynbest@example.org,2023-08-20,VIP,True
340,Dennis Williams,fryraymond@example.com,2025-06-20,Regular,True
341,Jennifer Miles,davidsonamanda@example.org,2024-06-01,VIP,True
342,Jorge Harris,amandamyers@example.net,2025-11-15,Premium,True
343,Maria Collins,pblair@example.org,2024-04-25,Regular,True
344,Audrey Salazar,parkerjudith@example.net,2024-02-10,Regular,True
345,Chad Smith,hbenton@example.net,2025-12-07,VIP,True
346,Carol Martinez,jessica10@example.com,2026-01-02,Premium,True
347,Austin Joseph,crawfordwilliam@example.org,2025-01-30,VIP,True
348,Holly Scott,shannonemily@example.org,2024-04-08,VIP,True
349,Amanda Roy,brandoncox@example.org,2024-02-14,Regular,True
350,Amanda Pratt,pwalker@example.com,2026-05-01,Regular,True
351,Roger Duncan,shawrachel@example.org,2024-04-02,VIP,True
352,Amber Morales,xcline@example.com,2024-07-25,Regular,True
353,Aimee Gonzalez,jodi37@example.com,2025-05-11,Regular,True
354,Raymond Gonzalez DVM,edwardrandolph@example.org,2024-04-13,Regular,True
355,Ryan Wiley,aaron64@example.org,2024-03-13,VIP,True
356,Mrs. Tonya Kaufman,jenniferdavis@example.org,2026-04-11,Regular,True
357,Mercedes Watson,carpenterwilliam@example.net,2026-01-16,VIP,True
358,Keith Graham,joelgreen@example.com,2026-05-12,Regular,True
359,Ronnie Nguyen,enelson@example.org,2023-12-29,Premium,True
360,Ashley Garcia,aowens@example.org,2025-03-11,Regular,True
361,Christine Parker,melissa12@example.net,2024-06-30,VIP,True
362,Lindsey Lewis,invalid_email,2025-02-14,Regular,False
363,Debbie Ewing,cranemelissa@example.net,2025-10-29,VIP,True
364,Joel Lara,davidbrown@example.org,2023-12-23,VIP,True
365,Jacqueline Mccoy,aguilarjonathan@example.org,2023-08-25,Regular,True
366,Steven Ramos,christopherboone@example.com,2023-12-14,VIP,True
367,Amber Glass,zunderwood@example.com,2023-09-03,Regular,True
368,Carrie Lewis,joshuagriffin@example.org,2023-09-08,Premium,True
369,Danielle Phillips,eandrade@example.org,2023-11-06,VIP,True
370,Jason Day,crystalpham@example.org,2026-07-21,VIP,True
371,Heather Stephens,kcooper@example.net,2024-07-19,VIP,True
372,Alexander Harper,huangkimberly@example.org,2026-01-04,VIP,True
373,Hunter Silva,terrigarcia@example.net,2024-04-22,Premium,True
374,Raven Mclaughlin,barbaramcgrath@example.com,2024-08-24,Premium,True
375,Sarah Thompson,invalid_email,2025-09-10,Regular,False
376,Keith Thomas,marycochran@example.com,2025-03-18,VIP,True
377,Andrew Brown,andrewwoods@example.com,2026-05-04,VIP,True
378,Carlos Love,invalid_email,2026-05-03,Premium,False
379,Sarah Valencia,brookssheri@example.com,2025-05-05,Regular,True
380,Frank Daugherty,fconner@example.net,2024-07-14,Premium,True
381,Kristina Preston,jeffrey92@example.com,2024-07-03,Premium,True
382,Bethany Daniel,xrosales@example.net,2023-09-06,Regular,True
383,Tammy Ponce,daniellegarcia@example.com,2024-01-03,VIP,True
384,Cynthia Haas,daisymccarty@example.net,2025-08-05,VIP,True
385,Gabriela Smith,johnjones@example.com,2025-12-11,Premium,True
386,Amber Kim,acosta@example.com,2026-03-25,Premium,True
387,James Poole,franciscojones@example.org,2024-06-20,Premium,True
388,Trevor Jones,pamelamartin@example.org,2025-03-23,Regular,True
389,Anna Wheeler,bbush@example.net,2024-01-29,Regular,True
390,Brooke Garcia,terriortiz@example.net,2025-10-01,Premium,True
391,Deborah Campbell,codylong@example.net,2026-02-07,VIP,True
392,Isaac Patterson,madison97@example.org,2023-11-16,VIP,True
393,Mark Rowland,tanthony@example.com,2024-12-30,Regular,True
394,Deborah May,ylopez@example.com,2024-02-22,Regular,True
395,Jeremiah Baker,invalid_email,2025-08-03,VIP,False
396,Jennifer Avila,angelarandall@example.net,2024-11-02,Regular,True
397,Sharon Wells,thomasmiller@example.net,2023-09-09,VIP,True
398,Kellie Duncan,davidtodd@example.org,2026-06-07,Premium,True
399,Daniel Lee,hendersonvanessa@example.com,2024-03-10,Regular,True
400,Brittany Larson,renee11@example.com,2025-04-02,Premium,True
401,Shannon Stone,buchanancindy@example.net,2025-12-05,Regular,True
402,Chase Knight,buckleyanna@example.org,2025-12-10,Regular,True
403,Sheryl Humphrey,patrick79@example.net,2025-01-01,Premium,True
404,Jamie Montgomery,vwilliams@example.net,2024-04-18,Premium,True
405,Tammie Prince,morganlaura@example.com,2024-06-04,Regular,True
406,Michael Garcia PhD,kevinmanning@example.com,2024-05-23,Premium,True
407,Matthew Lopez,robinrussell@example.com,2025-11-11,VIP,True
408,Samantha Robertson,cameronmckinney@example.com,2023-12-28,VIP,True
409,Sherry Johnson,nancygonzalez@example.org,2024-05-01,Premium,True
410,Thomas Bush,micheal78@example.com,2025-06-28,VIP,True
411,Andre Watson,ethompson@example.net,2025-03-28,VIP,True
412,Ryan Green,mitchellpaul@example.org,2026-02-22,VIP,True
413,Cindy Walker,ericaadams@example.com,2025-02-14,Regular,True
414,Tracy Fleming,pbuck@example.org,2025-05-21,VIP,True
415,David Trujillo,jennifer46@example.com,2026-02-20,VIP,True
416,Daniel Turner,asilva@example.net,2026-08-01,Premium,True
417,Sara Hoffman,kenneth17@example.org,2024-08-04,VIP,True
418,Frederick Hill,jacob83@example.org,2025-12-31,Regular,True
